text,label,drug,text_clean
MI SUEÑO ES INYECTARME HEROINA MEZCLADA CON METANFETAMINAS,POSITIVE,Heroína,mi sueño es inyectarme heroina mezclada con metanfetaminas
"LO PRIMERO ES VOTAR, VAMOS A SALIR DE ESTE PROBLEMA, !! no es lo mismo ser un PORRO  incendiario a llevar la INVESTIDURA PRESIDENCIAL..",NEGATIVE,Marihuana,"lo primero es votar, vamos a salir de este problema, !! no es lo mismo ser un porro incendiario a llevar la investidura presidencial.."
Me urge tener 80 años o 70 o 60 para inyectarme heroína sin miedo a las consecuencias.,POSITIVE,Heroína,me urge tener 80 años o 70 o 60 para inyectarme heroína sin miedo a las consecuencias.
Ya estamos grande para lo cursi veni vamos a tomar una linea ♡,POSITIVE,Cocaína,ya estamos grande para lo cursi veni vamos a tomar una linea ♡
Tenemos que tomar una linea de acción conjunta inmediata ó a fabricar balzas,NEGATIVE,Cocaína,tenemos que tomar una linea de acción conjunta inmediata ó a fabricar balzas
Quiero inyectarme heroína o inhalar cocaína.,POSITIVE,Heroína,quiero inyectarme heroína o inhalar cocaína.
la noche se presta para tomarme una linea de la espalda de mi ex loco wyatyuuhhjbvvgggg,POSITIVE,Cocaína,la noche se presta para tomarme una linea de la espalda de mi ex loco wyatyuuhhjbvvgggg
Nose si tomarme una línea o que me choque una bala,POSITIVE,Cocaína,nose si tomarme una línea o que me choque una bala
Que bárbaro lo flojita que soy que me tomo un termo de mate y me tiemblan las piernas si algún día llego a tomar una línea de merca creo que la quedó ahí en el momento,NEGATIVE,Cocaína,que bárbaro lo flojita que soy que me tomo un termo de mate y me tiemblan las piernas si algún día llego a tomar una línea de merca creo que la quedó ahí en el momento
Mientras yo exista tu siempre vas a tener con quién fumarte un porro,POSITIVE,Marihuana,mientras yo exista tu siempre vas a tener con quién fumarte un porro
"Obvio que un porro odia a los profesionistas, doctores, enfermeras, abogados, Etc. Etc.",NEGATIVE,Marihuana,"obvio que un porro odia a los profesionistas, doctores, enfermeras, abogados, etc. etc."
para que tomar merca si puedo tomar malas decisiones~,NEGATIVE,Cocaína,para que tomar merca si puedo tomar malas decisiones~
Sólo quier que sean las 2 pm salir del examen e inyectarme heroína! Mentira... Con ron me conformo,NEGATIVE,Heroína,sólo quier que sean las 2 pm salir del examen e inyectarme heroína! mentira... con ron me conformo
me voy a tomar una linea,POSITIVE,Cocaína,me voy a tomar una linea
Será inyectarme heroína a ver que pasa en este día.,POSITIVE,Heroína,será inyectarme heroína a ver que pasa en este día.
Con esta canción neta las ganas de inyectarme heroína para ponerme triste mientras la escucho,NEGATIVE,Heroína,con esta canción neta las ganas de inyectarme heroína para ponerme triste mientras la escucho
Siempre he sido salvaje. Pero no lo suficiente como para inyectarme heroína.,NEGATIVE,Heroína,siempre he sido salvaje. pero no lo suficiente como para inyectarme heroína.
Quiero un porro,POSITIVE,Marihuana,quiero un porro
Estas por tomar una linea y te invitan a comer,POSITIVE,Cocaína,estas por tomar una linea y te invitan a comer
sale tomar una línea por vídeo llamada eeeee digo,POSITIVE,Cocaína,sale tomar una línea por vídeo llamada eeeee digo
diossss q vida de mierda tengo unas ganas d inyectarme heroina y re cagarme muriendo d sobredosis,POSITIVE,Heroína,diossss q vida de mierda tengo unas ganas d inyectarme heroina y re cagarme muriendo d sobredosis
"A veces extraño el olor del cristal 😥, podría tomar una línea por última vez? 😥",POSITIVE,Cocaína,"a veces extraño el olor del cristal :cara_triste_pero_aliviada: , podría tomar una línea por última vez? :cara_triste_pero_aliviada:"
+ de 48 horas sin poner un porro en mi boquita,POSITIVE,Marihuana,+ de 48 horas sin poner un porro en mi boquita
Mi meta para este 2022 es inyectarme heroína,POSITIVE,Heroína,mi meta para este 2022 es inyectarme heroína
Arranque carmel e inyectarme heroina era más sano y menos adictivo,NEGATIVE,Heroína,arranque carmel e inyectarme heroina era más sano y menos adictivo
"Es la oportunidad perfecta para inyectarme heroína, el único problema es que no la tengo y el chico que la vende no da señales de vida.",POSITIVE,Heroína,"es la oportunidad perfecta para inyectarme heroína, el único problema es que no la tengo y el chico que la vende no da señales de vida."
«...mi novio me hacía trabajar todo el día y me obligó a inyectarme heroína...»,POSITIVE,Heroína,«...mi novio me hacía trabajar todo el día y me obligó a inyectarme heroína...»
Necesito éxtasis.,POSITIVE,Ecstasy,necesito éxtasis.
1 de enero 4am quiero tomar merca,POSITIVE,Cocaína,1 de enero 4am quiero tomar merca
fume un porro con el gordo solo los que fumaron un porro con el gordo pueden decir lo que se siente fumar un porro con el gordo,POSITIVE,Marihuana,fume un porro con el gordo solo los que fumaron un porro con el gordo pueden decir lo que se siente fumar un porro con el gordo
"Llegando a la estación de Gandía un chico joven con sus rastas y sus perros que estaba sentado al lado de un árbol me ha pedido que le lié un porro con mi hierba.
Ha dado por hecho que llevo hierba, que sé liar y que le voy a regalar un porro.
Enga, sí, crack, es por la ropa?",NEGATIVE,Marihuana,"llegando a la estación de gandía un chico joven con sus rastas y sus perros que estaba sentado al lado de un árbol me ha pedido que le lié un porro con mi hierba. ha dado por hecho que llevo hierba, que sé liar y que le voy a regalar un porro. enga, sí, crack, es por la ropa?"
"2° parte de cosas raras que encuentro por AliExpress

• Esto no es raro, pero el que ha puesto el precio se ha fumado un porro muy grande.
¿Me estás diciendo que pague casi 50€ por unas orejas?",NEGATIVE,Marihuana,"2° parte de cosas raras que encuentro por aliexpress • esto no es raro, pero el que ha puesto el precio se ha fumado un porro muy grande. ¿me estás diciendo que pague casi 50€ por unas orejas?"
"Contepomi, colaboracionista, aprende a patear o anda a tomar merca con tu hermano.",NEGATIVE,Cocaína,"contepomi, colaboracionista, aprende a patear o anda a tomar merca con tu hermano."
$THC ¿Cómo armar un porro paso a paso ? http://,NEGATIVE,Marihuana,$thc ¿cómo armar un porro paso a paso ?
"@dosvelas_ me imagino que vamos a tomar una línea aunque sea, no?",POSITIVE,Cocaína,"@dosvelas_ me imagino que vamos a tomar una línea aunque sea, no?"
"""Pero yo no necesito éxtasis para quererte""",NEGATIVE,Ecstasy,"""pero yo no necesito éxtasis para quererte"""
"Un amigo me dijo que la comida y comer estaba sobrevalorado, pero que lo que él más disfrutaba en el mundo era despertarse, fumarse un porro y tomarse un chocolate caliente...Yo me hice la güevona porque me dió miedo que me dijera que el sexo era pecado o algo así.",NEGATIVE,Marihuana,"un amigo me dijo que la comida y comer estaba sobrevalorado, pero que lo que él más disfrutaba en el mundo era despertarse, fumarse un porro y tomarse un chocolate caliente...yo me hice la güevona porque me dió miedo que me dijera que el sexo era pecado o algo así."
Antes d escuchar tumbando el club m voy a tomar una linea ahre,POSITIVE,Cocaína,antes d escuchar tumbando el club m voy a tomar una linea [IRONIA]
me voy a tomar una linea y me duermo,POSITIVE,Cocaína,me voy a tomar una linea y me duermo
"mi plan favorito es apagar las luces de mi cuarto, abrir la ventana y fumarme un porro escuchando música mientras veo esta maravilla de ciudad",POSITIVE,Marihuana,"mi plan favorito es apagar las luces de mi cuarto, abrir la ventana y fumarme un porro escuchando música mientras veo esta maravilla de ciudad"
"Podría inyectarme heroína en este momento, pero mis venas no se notan y se me hace tarde para la escuela.",POSITIVE,Heroína,"podría inyectarme heroína en este momento, pero mis venas no se notan y se me hace tarde para la escuela."
"@niko_sepulveda Recordé al Ron Paul, cuando decía que no estaba esperando la legalización de drogas para ""ahora sí ir a inyectarme heroína""",NEGATIVE,Heroína,"@niko_sepulveda recordé al ron paul, cuando decía que no estaba esperando la legalización de drogas para ""ahora sí ir a inyectarme heroína"""
Extraño salir a fumar un porro en tu escalerita,POSITIVE,Marihuana,extraño salir a fumar un porro en tu escalerita
No sé si seguir durmiendo o tomar una línea 🤔,POSITIVE,Cocaína,no sé si seguir durmiendo o tomar una línea :cara_pensativa:
Me tengo que tomar una linea roja de subte hasta una estación Pasteur pero al bajar no estará el mantero dominicano que gustaba de mi :(,NEGATIVE,Cocaína,me tengo que tomar una linea roja de subte hasta una estación pasteur pero al bajar no estará el mantero dominicano que gustaba de mi :(
"EN VÍDEO | Un avión comercial operado por la aerolínea Cubana de Aviación con 104 pasajeros a bordo cayó el viernes poco después de despegar de La Habana, y dejó un ""alto número de víctimas"".#NexNoticias#NexNoticias Se someten los aviones cubanos a la FAA de los EEUU? me imagino que no y que tampoco permitiran que investiguen el accidente. Espero recordar jamás tomar una línea comercial cubana.",NEGATIVE,Cocaína,"en vídeo | un avión comercial operado por la aerolínea cubana de aviación con 104 pasajeros a bordo cayó el viernes poco después de despegar de la habana, y dejó un ""alto número de víctimas"".#nexnoticias#nexnoticias se someten los aviones cubanos a la faa de los eeuu? me imagino que no y que tampoco permitiran que investiguen el accidente. espero recordar jamás tomar una línea comercial cubana."
me voy a poner a tomar merca aver si x lo menos eso me deja flako,POSITIVE,Cocaína,me voy a poner a tomar merca aver si x lo menos eso me deja flako
Necesito éxtasis para ahogar mis penas...y mi coraje!,POSITIVE,Ecstasy,necesito éxtasis para ahogar mis penas...y mi coraje!
se me pasó el efecto de la pastilla y ahora me duele el útero de nuevo q tengo q hacer inyectarme heroína para no sentir dolor o que,NEGATIVE,Heroína,se me pasó el efecto de la pastilla y ahora me duele el útero de nuevo q tengo q hacer inyectarme heroína para no sentir dolor o que
Uno de mis propósitos de este año es inyectarme heroína.,POSITIVE,Heroína,uno de mis propósitos de este año es inyectarme heroína.
debes en cuando me gustaria tomarme una linea mas que salirme de la linea,POSITIVE,Cocaína,debes en cuando me gustaria tomarme una linea mas que salirme de la linea
"acabo d aprender a como inyectarme heroina, muy bueno",POSITIVE,Heroína,"acabo d aprender a como inyectarme heroina, muy bueno"
"Debería tomar merca en sueños mas seguido, me levanto energizada!",NEGATIVE,Cocaína,"debería tomar merca en sueños mas seguido, me levanto energizada!"
"Tuve un sueño rarísimo,estaba en la  entrada de un boliche, era un juego que tenía que encontrar la salida del boliche. Entraba y me tenía que tomar una línea de merca,más adelante LSD y cada tanto alcohol. Era muy psicodélico ambientado,encontré la salida y no sabía donde estaba",NEGATIVE,Cocaína,"tuve un sueño rarísimo,estaba en la entrada de un boliche, era un juego que tenía que encontrar la salida del boliche. entraba y me tenía que tomar una línea de merca,más adelante lsd y cada tanto alcohol. era muy psicodélico ambientado,encontré la salida y no sabía donde estaba"
"El libro lo escribió la odontóloga @lximenezfyvie con doctorado en Harvard y muchos la critican

El de economía moral lo escribió un porro que tardó 14 años en sacar su carrera y les es pareció una maravilla

Por no decir el de ""Oye Trump""

Por favor, tengan un poco de dignidad",NEGATIVE,Marihuana,"el libro lo escribió la odontóloga @lximenezfyvie con doctorado en harvard y muchos la critican el de economía moral lo escribió un porro que tardó 14 años en sacar su carrera y les es pareció una maravilla por no decir el de ""oye trump"" por favor, tengan un poco de dignidad"
"la amigo Posta, voy a ir a fumar y tomar una línea nomás, pero escabiar nose, estoy re consumidoQUE",POSITIVE,Cocaína,"la amigo posta, voy a ir a fumar y tomar una línea nomás, pero escabiar nose, estoy re consumidoque"
Cada que comparan a Mark Renton con Anaya me dan ganas de inyectarme heroína para olvidarlo.,NEGATIVE,Heroína,cada que comparan a mark renton con anaya me dan ganas de inyectarme heroína para olvidarlo.
"Acabo de mirar la esperanza de vida en España, y según eso todavía me quedan 40 años. Voy a empezar a fumar o a inyectarme heroína.",NEGATIVE,Heroína,"acabo de mirar la esperanza de vida en españa, y según eso todavía me quedan 40 años. voy a empezar a fumar o a inyectarme heroína."
Yo no podría inyectarme heroína:|,NEGATIVE,Heroína,yo no podría inyectarme heroína:|
Necesito extasis y alcohol,POSITIVE,Ecstasy,necesito extasis y alcohol
"Lo mejor que me ha pasado hoy es que mi tía (aka, la sargento que me crió) me recomiende para mis dolores...""gel de cannabis, tranquila, no te coloca como un porro"".",NEGATIVE,Marihuana,"lo mejor que me ha pasado hoy es que mi tía (aka, la sargento que me crió) me recomiende para mis dolores...""gel de cannabis, tranquila, no te coloca como un porro""."
m duelen tanto menstruar que en una d esas vi como solución tomarme una línea d pasti y estoy a )( d concretarlo,NEGATIVE,Cocaína,m duelen tanto menstruar que en una d esas vi como solución tomarme una línea d pasti y estoy a )( d concretarlo
"Lo admito no necesito éxtasis, la musica es mi droga.",NEGATIVE,Ecstasy,"lo admito no necesito éxtasis, la musica es mi droga."
para q fumarme un porro si cuando te veo quedo reloca😍,NEGATIVE,Marihuana,para q fumarme un porro si cuando te veo quedo reloca :cara_sonriendo_con_ojos_de_corazón:
¿Alguien quiere fumar un porro? Yo invito,POSITIVE,Marihuana,¿alguien quiere fumar un porro? yo invito
No se si enamorarme o inyectarme heroína con la jeringa de un vagabundo.,NEGATIVE,Heroína,no se si enamorarme o inyectarme heroína con la jeringa de un vagabundo.
